submission_date;state;tot_cases;conf_cases;prob_cases;new_case;pnew_case;tot_death;conf_death;prob_death;new_death;pnew_death;created_at;consent_cases;consent_deaths
11/23/2020;IA;213,223;;;2,709;324;2,207;;;15;0;11/24/2020 03:27:55 PM;Not agree;Not agree
02/12/2021;NY;863,285;;;4,209;0;17,227;;;74;0;02/13/2021 02:50:08 PM;Not agree;Not agree
01/17/2021;RMI;4;4;0;0;0;0;0;0;0;0;01/18/2021 02:39:32 PM;Agree;Agree
05/22/2021;RMI;4;4;0;0;0;0;0;0;0;0;05/23/2021 01:37:59 PM;Agree;Agree
04/09/2020;OH;5,512;;;364;;213;;;20;;04/08/2020 04:22:39 PM;Agree;Agree
07/16/2020;TN;81,908;81,067;841;2,460;39;871;836;35;17;1;07/16/2020 12:00:00 AM;Agree;Agree
04/19/2021;RMI;4;4;0;0;0;0;0;0;0;0;04/20/2021 02:59:01 PM;Agree;Agree
05/02/2020;TN;13,435;13,361;74;384;2;233;223;10;5;0;05/02/2020 12:00:00 AM;Agree;Agree
05/26/2021;NY;1,148,695;;;590;0;19,736;;;14;0;05/27/2021 01:41:41 PM;Not agree;Not agree
03/07/2020;IA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
10/17/2020;IA;106,263;;;1,291;132;1,527;;;4;0;10/18/2020 01:26:54 PM;Not agree;Not agree
12/02/2020;IA;234,810;;;3,371;1,009;2,449;;;18;0;12/03/2020 03:21:08 PM;Not agree;Not agree
03/14/2020;PA;47;;;18;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Not agree
06/04/2020;PA;74,385;72,292;2,093;443;32;5,886;;;69;-189;06/05/2020 03:17:07 PM;Agree;Not agree
01/22/2020;RMI;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
04/21/2020;IA;3,641;;;482;0;83;;;4;0;04/21/2020 04:22:39 PM;Not agree;Not agree
07/09/2020;IA;33,243;;;734;0;740;;;5;0;07/10/2020 03:35:06 PM;Not agree;Not agree
08/06/2020;TN;119,612;117,611;2,001;1,900;94;1,349;1,299;50;17;0;08/06/2020 12:00:00 AM;Agree;Agree
07/07/2020;NY;180,749;;;316;0;8,716;;;6;0;07/08/2020 02:12:08 PM;Not agree;Not agree
11/04/2020;TN;279,889;263,031;16,858;3,554;398;3,747;3,501;246;45;2;11/04/2020 12:00:00 AM;Agree;Agree
01/22/2020;NM;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;N/A;Not agree
05/23/2020;NM;6,795;;;170;0;360;;;8;0;05/25/2020 12:00:00 AM;N/A;Not agree
03/21/2021;RMI;4;4;0;0;0;0;0;0;0;0;03/22/2021 01:57:09 PM;Agree;Agree
08/13/2020;NY;194,273;;;299;0;8,894;;;7;0;08/14/2020 02:30:03 PM;Not agree;Not agree
12/08/2020;SD;87,038;;;538;33;1,111;929;182;1;0;12/09/2020 02:45:40 PM;N/A;Agree
03/04/2021;NM;186,156;;;258;0;4,058;;;8;0;03/06/2021 12:00:00 AM;N/A;Not agree
09/21/2020;OH;145,165;137,309;7,856;856;52;4,623;4,325;298;8;1;09/22/2020 01:51:57 PM;Agree;Agree
01/28/2021;NY;791,929;;;7,296;0;15,959;;;112;0;01/29/2021 02:42:19 PM;Not agree;Not agree
02/10/2021;PA;880,571;761,985;118,586;3,378;1,139;22,745;;;125;-231;02/11/2021 02:50:55 PM;Agree;Not agree
10/11/2020;SD;28,564;;;617;75;286;284;2;0;0;10/12/2020 02:07:08 PM;N/A;Agree
12/04/2020;NM;104,935;;;2,073;0;2,090;;;33;2;12/06/2020 12:00:00 AM;N/A;Not agree
10/27/2020;RMI;0;0;0;0;0;0;0;0;0;0;10/28/2020 01:52:28 PM;Agree;Agree
07/04/2020;RMI;0;0;0;0;0;0;0;0;0;0;07/05/2020 03:00:14 PM;Agree;Agree
05/13/2021;NM;200,432;;;200;0;4,268;;;1;0;05/15/2021 12:00:00 AM;N/A;Not agree
06/27/2020;TN;46,391;46,076;315;1,563;24;614;588;26;14;0;06/27/2020 12:00:00 AM;Agree;Agree
05/28/2020;PA;70,735;68,765;1,970;693;32;5,464;;;91;68;05/29/2020 02:19:55 PM;Agree;Not agree
08/26/2020;NY;198,515;;;306;0;8,936;;;1;0;08/27/2020 01:42:08 PM;Not agree;Not agree
04/27/2020;TN;10,306;10,252;54;113;2;207;198;9;4;0;07/12/2021 02:27:20 PM;Agree;Agree
09/17/2020;SD;17,686;;;395;0;193;191;2;1;0;09/18/2020 01:48:37 PM;N/A;Agree
12/30/2020;RMI;4;4;0;0;0;0;0;0;0;0;12/31/2020 02:55:07 PM;Agree;Agree
05/20/2021;RMI;4;4;0;0;0;0;0;0;0;0;05/21/2021 02:08:46 PM;Agree;Agree
05/23/2021;TN;859,199;708,000;151,199;135;41;12,419;9,999;2,420;4;0;05/23/2021 12:00:00 AM;Agree;Agree
09/28/2020;NM;28,985;;;141;0;874;;;3;0;09/30/2020 12:00:00 AM;N/A;Not agree
02/09/2020;NY;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
02/24/2021;IA;334,244;;;743;155;5,415;;;15;15;02/25/2021 02:54:32 PM;Not agree;Not agree
03/26/2020;TN;2,002;2,000;2;246;0;6;6;0;1;0;03/26/2020 12:00:00 AM;Agree;Agree
05/18/2020;PA;63,666;62,148;1,518;1,432;94;4,418;;;0;0;05/19/2020 03:45:23 PM;Agree;Not agree
02/04/2021;NM;176,211;;;559;0;3,782;;;11;1;02/06/2021 12:00:00 AM;N/A;Not agree
05/20/2020;RMI;0;0;0;0;0;0;0;0;0;0;05/21/2020 03:41:38 PM;Agree;Agree
07/20/2020;TN;87,888;86,913;975;759;25;938;902;36;16;0;07/20/2020 12:00:00 AM;Agree;Agree
02/19/2021;SD;111,018;;;147;20;1,853;1,501;352;6;0;02/20/2021 02:45:37 PM;N/A;Agree
04/12/2020;RMI;0;;;0;;0;;;0;;04/11/2020 04:22:39 PM;Agree;Agree
07/13/2020;NY;182,962;;;307;0;8,752;;;6;0;07/14/2020 03:13:07 PM;Not agree;Not agree
03/10/2020;IA;13;;;5;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
03/10/2020;RMI;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
03/26/2020;NM;136;;;24;0;1;;;0;0;03/28/2020 12:00:00 AM;N/A;Not agree
06/25/2021;RMI;4;4;0;0;0;0;0;0;0;0;06/26/2021 02:17:39 PM;Agree;Agree
02/02/2021;NM;174,982;;;432;0;3,759;;;18;0;02/04/2021 12:00:00 AM;N/A;Not agree
05/18/2020;NM;6,096;;;158;0;323;;;2;0;05/20/2020 12:00:00 AM;N/A;Not agree
12/20/2020;NM;129,993;;;1,063;0;2,707;;;33;2;12/22/2020 12:00:00 AM;N/A;Not agree
06/08/2021;RMI;4;4;0;0;0;0;0;0;0;0;06/09/2021 02:26:44 PM;Agree;Agree
10/26/2020;SD;39,741;;;538;13;375;359;16;0;0;10/27/2020 01:47:53 PM;N/A;Agree
10/09/2020;SD;27,215;;;774;24;279;277;2;5;0;10/10/2020 01:30:17 PM;N/A;Agree
08/05/2020;NY;191,644;;;335;0;8,868;;;2;0;08/06/2020 02:12:27 PM;Not agree;Not agree
11/07/2020;RMI;1;1;0;0;0;0;0;0;0;0;11/08/2020 02:40:34 PM;Agree;Agree
03/06/2020;OH;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
09/24/2020;PA;153,397;148,658;4,739;853;57;8,079;;;17;11;09/25/2020 01:54:10 PM;Agree;Not agree
06/06/2020;TN;28,186;28,008;178;495;8;462;440;22;6;0;06/06/2020 12:00:00 AM;Agree;Agree
10/07/2020;OH;162,723;153,281;9,442;1,424;126;4,970;4,661;309;23;0;10/08/2020 01:56:57 PM;Agree;Agree
10/29/2020;NY;241,569;;;1,439;0;9,251;;;12;0;10/30/2020 01:37:23 PM;Not agree;Not agree
11/26/2020;PA;336,254;312,399;23,855;8,425;1,087;10,213;;;118;82;11/27/2020 03:07:59 PM;Agree;Not agree
02/17/2021;PA;902,930;779,918;123,012;3,413;952;23,319;;;193;-16;02/18/2021 02:43:57 PM;Agree;Not agree
02/04/2020;NM;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;N/A;Not agree
02/08/2021;RMI;4;4;0;0;0;0;0;0;0;0;02/09/2021 03:24:29 PM;Agree;Agree
01/24/2020;NY;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
03/21/2020;PA;371;;;102;;2;;;1;;03/26/2020 04:22:39 PM;Agree;Not agree
02/25/2020;OH;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
08/28/2020;TN;151,989;148,136;3,853;1,566;90;1,868;1,793;75;25;3;08/28/2020 12:00:00 AM;Agree;Agree
04/14/2021;NM;194,378;;;214;0;4,213;;;1;0;04/16/2021 12:00:00 AM;N/A;Not agree
07/10/2020;NY;181,896;;;435;0;8,737;;;5;0;07/11/2020 06:25:05 PM;Not agree;Not agree
05/30/2021;TN;861,425;709,543;151,882;158;48;12,464;10,033;2,431;3;1;05/30/2021 12:00:00 AM;Agree;Agree
01/07/2021;PA;693,367;616,799;76,568;9,698;3,084;17,179;;;265;182;01/08/2021 03:56:01 PM;Agree;Not agree
09/28/2020;NY;213,388;;;455;0;9,034;;;7;0;09/29/2020 01:50:42 PM;Not agree;Not agree
03/01/2021;TN;778,520;651,402;127,118;563;184;11,489;9,243;2,246;13;3;03/01/2021 12:00:00 AM;Agree;Agree
05/26/2020;NY;164,535;;;502;0;7,927;;;48;0;05/27/2020 03:37:59 PM;Not agree;Not agree
05/09/2020;SD;3,393;;;249;2;34;34;0;3;0;05/10/2020 09:26:08 PM;N/A;Agree
09/06/2020;TN;164,947;160,250;4,697;527;55;2,064;1,977;87;21;2;09/06/2020 12:00:00 AM;Agree;Agree
06/09/2020;PA;76,846;74,684;2,162;410;24;6,062;;;48;-68;06/10/2020 08:56:25 PM;Agree;Not agree
02/07/2020;IA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
03/27/2021;RMI;4;4;0;0;0;0;0;0;0;0;03/28/2021 01:52:27 PM;Agree;Agree
03/14/2021;RMI;4;4;0;0;0;0;0;0;0;0;03/15/2021 02:03:45 PM;Agree;Agree
01/29/2020;PA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Not agree
02/24/2020;PA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Not agree
04/15/2021;SD;120,613;;;234;57;1,949;1,587;362;1;0;04/16/2021 02:12:25 PM;N/A;Agree
11/07/2020;OH;245,727;232,171;13,556;5,549;174;5,506;5,177;329;12;0;11/08/2020 02:40:34 PM;Agree;Agree
10/03/2020;OH;157,966;148,892;9,074;1,157;62;4,925;4,617;308;20;0;10/04/2020 01:35:23 PM;Agree;Agree
05/02/2020;SD;2,588;;;63;0;21;21;0;0;0;05/03/2020 03:36:03 PM;N/A;Agree
01/25/2021;NY;772,569;;;6,308;0;15,618;;;117;0;01/26/2021 02:46:01 PM;Not agree;Not agree
02/11/2021;SD;109,859;;;279;99;1,829;1,481;348;14;2;02/12/2021 02:56:38 PM;N/A;Agree
02/05/2021;NM;176,793;;;582;0;3,796;;;14;1;02/07/2021 12:00:00 AM;N/A;Not agree
01/24/2020;OH;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
03/08/2020;NY;28;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
03/20/2021;NM;189,560;;;186;0;4,135;;;1;0;03/22/2021 12:00:00 AM;N/A;Not agree
07/05/2020;NY;180,162;;;294;0;8,705;;;4;0;07/06/2020 03:16:12 PM;Not agree;Not agree
12/03/2020;NY;353,040;;;6,548;0;10,172;;;55;0;12/04/2020 03:00:59 PM;Not agree;Not agree
10/02/2020;RMI;0;0;0;0;0;0;0;0;0;0;10/03/2020 01:39:53 PM;Agree;Agree
04/21/2020;TN;8,444;8,415;29;680;6;174;168;6;4;0;04/21/2020 12:00:00 AM;Agree;Agree
08/12/2020;PA;121,130;117,739;3,391;849;35;7,385;;;33;-22;08/13/2020 02:12:28 PM;Agree;Not agree
05/13/2021;SD;123,599;;;81;23;1,989;1,617;372;1;0;05/14/2021 02:07:22 PM;N/A;Agree
01/19/2021;NM;164,954;;;691;0;3,505;;;24;0;01/21/2021 12:00:00 AM;N/A;Not agree
12/02/2020;NY;346,492;;;5,775;0;10,117;;;56;0;12/03/2020 03:21:08 PM;Not agree;Not agree
01/02/2021;IA;283,330;;;666;191;3,946;;;48;48;01/03/2021 02:53:25 PM;Not agree;Not agree
07/19/2020;NY;185,388;;;204;0;8,787;;;8;0;07/20/2020 02:35:44 PM;Not agree;Not agree
06/09/2021;NM;203,823;;;76;0;4,325;;;0;0;06/11/2021 12:00:00 AM;N/A;Not agree
03/24/2020;PA;851;;;207;;7;;;5;;03/26/2020 04:22:39 PM;Agree;Not agree
01/30/2021;NY;805,504;;;6,776;0;16,131;;;83;0;01/31/2021 02:48:12 PM;Not agree;Not agree
06/26/2020;NM;11,408;;;216;0;528;;;2;1;06/28/2020 12:00:00 AM;N/A;Not agree
06/05/2020;RMI;0;0;0;0;0;0;0;0;0;0;06/06/2020 02:31:37 PM;Agree;Agree
01/29/2021;OH;888,590;775,353;113,237;4,874;1,264;11,070;9,861;1,209;64;6;01/30/2021 02:43:11 PM;Agree;Agree
12/23/2020;PA;581,363;526,010;55,353;9,614;1,661;14,442;;;230;190;12/24/2020 02:31:20 PM;Agree;Not agree
02/14/2021;NY;871,661;;;4,194;0;17,346;;;60;0;02/15/2021 02:46:24 PM;Not agree;Not agree
01/14/2021;IA;301,824;;;1,520;348;4,251;;;19;19;01/15/2021 02:46:04 PM;Not agree;Not agree
05/10/2021;NY;1,134,154;;;912;0;19,561;;;10;0;05/11/2021 01:53:24 PM;Not agree;Not agree
11/01/2020;PA;209,936;199,891;10,045;1,909;181;8,817;;;5;4;11/02/2020 02:53:09 PM;Agree;Not agree
09/29/2020;IA;87,631;;;632;167;1,326;;;5;0;09/30/2020 02:17:41 PM;Not agree;Not agree
07/12/2020;NY;182,655;;;336;0;8,746;;;5;0;07/13/2020 03:19:34 PM;Not agree;Not agree
04/09/2021;SD;119,467;;;270;75;1,946;1,587;359;7;0;04/10/2021 01:45:46 PM;N/A;Agree
09/05/2020;SD;14,889;;;293;0;173;171;2;3;0;09/06/2020 02:09:04 PM;N/A;Agree
07/14/2021;RMI;4;4;0;0;0;0;0;0;0;0;07/15/2021 02:29:47 PM;Agree;Agree
03/21/2021;NM;189,731;;;171;0;4,138;;;3;0;03/23/2021 12:00:00 AM;N/A;Not agree
02/01/2021;PA;846,358;736,516;109,842;2,854;361;21,687;;;85;68;02/02/2021 02:51:51 PM;Agree;Not agree
07/15/2020;OH;69,311;65,287;4,024;1,316;42;3,075;2,819;256;6;0;07/16/2020 02:22:21 PM;Agree;Agree
02/19/2021;TN;767,000;643,576;123,424;969;311;11,285;9,082;2,203;30;8;02/19/2021 12:00:00 AM;Agree;Agree
04/16/2021;NY;1,085,444;;;3,129;0;19,141;;;19;0;04/17/2021 01:58:33 PM;Not agree;Not agree
04/03/2020;NM;495;;;92;0;11;;;2;0;04/05/2020 12:00:00 AM;N/A;Not agree
01/12/2021;NM;157,974;;;887;0;3,335;;;26;1;01/14/2021 12:00:00 AM;N/A;Not agree
03/15/2020;PA;63;;;16;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Not agree
02/01/2020;OH;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
04/09/2020;PA;18,228;;;1,989;;338;;;28;;04/08/2020 04:22:39 PM;Agree;Not agree
02/15/2020;IA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
10/24/2020;SD;38,141;;;939;86;366;351;15;10;0;10/25/2020 01:45:35 PM;N/A;Agree
03/02/2020;NY;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
05/12/2020;NM;5,212;;;143;0;283;;;10;0;05/14/2020 12:00:00 AM;N/A;Not agree
11/16/2020;OH;305,364;289,593;15,771;7,268;225;5,742;5,387;355;20;6;11/17/2020 02:52:47 PM;Agree;Agree
05/23/2020;SD;4,468;;;112;1;50;50;0;0;0;05/24/2020 02:15:55 PM;N/A;Agree
05/10/2021;IA;367,909;;;194;45;5,985;;;0;0;05/11/2021 01:53:24 PM;Not agree;Not agree
07/07/2020;IA;32,029;;;372;0;725;;;2;0;07/08/2020 02:12:08 PM;Not agree;Not agree
05/14/2021;OH;1,089,357;913,431;175,926;1,014;265;19,528;19,528;0;87;0;05/15/2021 01:54:58 PM;Agree;Agree
05/16/2021;NY;1,141,186;;;933;0;19,638;;;15;0;05/17/2021 02:13:39 PM;Not agree;Not agree
08/03/2020;IA;45,845;;;353;0;883;;;7;0;08/04/2020 02:09:35 PM;Not agree;Not agree
04/26/2021;IA;363,158;;;235;71;5,927;;;0;0;04/27/2021 01:56:18 PM;Not agree;Not agree
01/28/2020;NM;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;N/A;Not agree
04/07/2021;RMI;4;4;0;0;0;0;0;0;0;0;04/08/2021 01:46:50 PM;Agree;Agree
01/26/2020;PA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Not agree
03/28/2021;RMI;4;4;0;0;0;0;0;0;0;0;03/29/2021 01:48:56 PM;Agree;Agree
01/14/2021;NY;682,976;;;8,302;0;14,325;;;145;0;01/15/2021 02:46:04 PM;Not agree;Not agree
02/08/2020;OH;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
04/14/2020;NM;1,407;;;62;0;44;;;3;0;04/16/2020 12:00:00 AM;N/A;Not agree
11/01/2020;TN;270,007;254,274;15,733;1,492;156;3,632;3,399;233;29;8;11/01/2020 12:00:00 AM;Agree;Agree
07/29/2020;NM;20,136;;;345;0;685;;;6;0;07/31/2020 12:00:00 AM;N/A;Not agree
12/22/2020;NM;132,075;;;1,267;0;2,774;;;32;0;12/24/2020 12:00:00 AM;N/A;Not agree
06/02/2021;OH;1,102,890;923,171;179,719;334;122;19,923;19,923;0;62;0;06/03/2021 03:22:54 PM;Agree;Agree
06/24/2020;NM;10,990;;;152;0;522;;;4;0;06/26/2020 12:00:00 AM;N/A;Not agree
03/04/2020;PA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Not agree
10/26/2020;RMI;0;0;0;0;0;0;0;0;0;0;10/27/2020 01:47:53 PM;Agree;Agree
05/22/2020;RMI;0;0;0;0;0;0;0;0;0;0;05/23/2020 05:58:16 PM;Agree;Agree
07/01/2020;NM;12,276;;;129;0;540;;;3;0;07/03/2020 12:00:00 AM;N/A;Not agree
03/28/2021;SD;117,244;;;163;41;1,933;1,574;359;0;0;03/29/2021 01:48:56 PM;N/A;Agree
04/18/2021;NY;1,092,654;;;3,016;0;19,179;;;14;0;04/19/2021 03:04:26 PM;Not agree;Not agree
06/24/2021;PA;1,211,041;1,013,990;197,051;221;72;27,612;;;0;-4;06/25/2021 03:01:46 PM;Agree;Not agree
05/20/2020;PA;64,412;64,412;0;476;-1,518;4,767;;;349;-60;05/21/2020 03:41:38 PM;Agree;Not agree
02/06/2020;OH;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
12/16/2020;NM;124,357;;;1,800;0;2,585;;;41;4;12/18/2020 12:00:00 AM;N/A;Not agree
12/10/2020;NY;398,898;;;6,808;0;10,598;;;77;0;12/11/2020 03:06:51 PM;Not agree;Not agree
07/23/2020;PA;105,571;102,602;2,969;1,213;19;7,101;;;22;-5;07/24/2020 02:18:40 PM;Agree;Not agree
03/26/2021;PA;1,005,447;856,965;148,482;4,927;1,355;24,953;;;36;-28;03/27/2021 02:01:18 PM;Agree;Not agree
03/15/2020;NY;400;;;89;;1;;;1;;03/26/2020 04:22:39 PM;Not agree;Not agree
04/26/2021;NM;196,844;;;207;0;4,234;;;0;0;04/28/2021 12:00:00 AM;N/A;Not agree
11/30/2020;PA;361,478;335,922;25,556;4,282;279;10,383;;;32;19;12/01/2020 03:26:07 PM;Agree;Not agree
02/21/2021;PA;913,777;787,894;125,883;1,906;423;23,597;;;27;22;02/22/2021 02:53:38 PM;Agree;Not agree
08/16/2020;IA;52,433;;;640;0;975;;;2;0;08/17/2020 02:26:31 PM;Not agree;Not agree
08/15/2020;NY;194,985;;;352;0;8,898;;;1;0;08/16/2020 02:57:14 PM;Not agree;Not agree
06/29/2021;PA;1,211,869;1,014,665;197,204;162;40;27,670;;;13;8;06/30/2021 02:11:39 PM;Agree;Not agree
02/13/2021;TN;760,967;639,683;121,284;1,658;559;11,096;8,934;2,162;27;4;02/13/2021 12:00:00 AM;Agree;Agree
06/02/2020;NY;168,663;;;716;0;8,198;;;39;0;06/03/2020 02:11:36 PM;Not agree;Not agree
03/20/2021;PA;984,795;841,574;143,221;4,213;1,365;24,774;;;33;20;03/21/2021 01:54:01 PM;Agree;Not agree
05/17/2020;TN;18,453;18,334;119;215;14;344;326;18;6;1;05/17/2020 12:00:00 AM;Agree;Agree
06/15/2021;IA;372,752;;;103;20;6,103;;;1;1;06/16/2021 03:10:20 PM;Not agree;Not agree
03/21/2020;NM;57;;;14;0;0;;;0;0;03/23/2020 12:00:00 AM;N/A;Not agree
07/06/2021;TN;868,774;714,584;154,190;361;122;12,598;10,148;2,450;1;0;07/06/2021 12:00:00 AM;Agree;Agree
01/21/2021;SD;106,400;;;337;83;1,673;1,352;321;6;0;01/22/2021 02:51:49 PM;N/A;Agree
12/02/2020;PA;375,449;348,061;27,388;8,300;896;10,757;;;194;145;12/03/2020 03:21:08 PM;Agree;Not agree
07/07/2020;OH;58,904;55,150;3,754;948;30;2,970;2,718;252;43;2;07/08/2020 02:12:08 PM;Agree;Agree
02/28/2021;OH;967,422;829,430;137,992;1,268;308;17,297;14,709;2,588;60;11;03/01/2021 03:21:38 PM;Agree;Agree
04/06/2021;PA;1,049,935;892,188;157,747;4,255;1,094;25,237;;;37;26;04/07/2021 02:25:43 PM;Agree;Not agree
06/18/2021;RMI;4;4;0;0;0;0;0;0;0;0;06/18/2021 01:48:26 PM;Agree;Agree
10/12/2020;PA;173,304;167,068;6,236;1,088;101;8,368;;;18;107;10/13/2020 01:29:38 PM;Agree;Not agree
08/18/2020;OH;109,923;104,105;5,818;861;76;3,871;3,592;279;39;1;08/19/2020 02:23:51 PM;Agree;Agree
01/09/2021;TN;661,608;568,967;92,641;5,172;1,392;8,710;7,224;1,486;118;29;01/09/2021 12:00:00 AM;Agree;Agree
01/24/2020;SD;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;N/A;Agree
02/25/2021;PA;923,270;794,868;128,402;2,356;470;23,868;;;81;0;02/26/2021 03:02:41 PM;Agree;Not agree
08/19/2020;SD;10,566;;;123;0;155;153;2;1;0;08/20/2020 03:11:45 PM;N/A;Agree
08/01/2020;TN;111,448;109,813;1,635;1,935;72;1,227;1,180;47;27;1;08/01/2020 12:00:00 AM;Agree;Agree
02/06/2020;NY;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
01/23/2020;OH;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
09/08/2020;NM;26,181;;;37;0;835;;;1;0;09/10/2020 12:00:00 AM;N/A;Not agree
02/13/2020;PA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Not agree
12/25/2020;SD;96,546;;;0;0;1,430;1,163;267;0;0;12/26/2020 02:34:18 PM;N/A;Agree
07/15/2020;RMI;0;0;0;0;0;0;0;0;0;0;07/16/2020 02:22:21 PM;Agree;Agree
05/27/2020;NY;164,997;;;462;0;7,977;;;50;0;05/28/2020 03:12:25 PM;Not agree;Not agree
02/14/2020;NM;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;N/A;Not agree
09/11/2020;TN;171,661;166,403;5,258;1,696;134;2,186;2,094;92;23;1;09/11/2020 12:00:00 AM;Agree;Agree
12/09/2020;OH;520,112;478,879;41,233;10,094;1,936;7,187;6,675;512;84;10;12/10/2020 02:50:16 PM;Agree;Agree
01/29/2020;RMI;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
03/16/2021;NM;188,664;;;176;0;4,116;;;5;0;03/18/2021 12:00:00 AM;N/A;Not agree
03/23/2021;RMI;4;4;0;0;0;0;0;0;0;0;03/24/2021 02:16:52 PM;Agree;Agree
08/06/2020;NY;192,014;;;370;0;8,871;;;3;0;08/07/2020 11:57:59 PM;Not agree;Not agree
04/16/2020;SD;1,311;;;143;;7;;;1;;04/16/2020 04:22:39 PM;N/A;Agree
10/15/2020;PA;177,520;170,794;6,726;1,598;154;8,432;;;21;14;10/16/2020 01:33:55 PM;Agree;Not agree
03/04/2020;OH;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
11/02/2020;TN;271,345;255,453;15,892;1,338;159;3,664;3,425;239;32;6;11/02/2020 12:00:00 AM;Agree;Agree
05/10/2021;NM;199,901;;;190;0;4,262;;;3;0;05/12/2021 12:00:00 AM;N/A;Not agree
10/23/2020;TN;246,322;233,108;13,214;2,969;328;3,292;3,108;184;28;2;10/23/2020 12:00:00 AM;Agree;Agree
04/08/2021;SD;119,197;;;222;51;1,939;1,580;359;1;0;04/09/2021 02:11:49 PM;N/A;Agree
03/29/2021;IA;349,885;;;259;74;5,729;;;4;4;03/30/2021 02:06:13 PM;Not agree;Not agree
04/02/2020;NM;403;;;40;0;9;;;1;0;04/04/2020 12:00:00 AM;N/A;Not agree
08/06/2020;SD;9,273;;;105;0;141;139;2;4;0;08/07/2020 11:57:59 PM;N/A;Agree
07/22/2020;NM;17,828;;;311;0;638;;;5;0;07/24/2020 12:00:00 AM;N/A;Not agree
04/11/2021;RMI;4;4;0;0;0;0;0;0;0;0;04/12/2021 01:39:29 PM;Agree;Agree
04/18/2020;TN;7,230;7,209;21;301;2;165;159;6;3;0;04/18/2020 12:00:00 AM;Agree;Agree
03/10/2021;IA;341,102;;;766;251;5,601;;;27;27;03/11/2021 03:36:21 PM;Not agree;Not agree
03/04/2021;OH;974,480;833,772;140,708;1,875;605;17,189;17,189;0;0;0;03/05/2021 04:11:33 PM;Agree;Agree
02/10/2020;NM;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;N/A;Not agree
12/01/2020;SD;80,912;;;448;30;948;813;135;2;1;12/02/2020 03:48:48 PM;N/A;Agree
05/10/2020;TN;16,279;16,191;88;91;3;288;274;14;8;0;05/10/2020 12:00:00 AM;Agree;Agree
09/26/2020;IA;85,588;;;903;4;1,311;;;4;0;09/27/2020 01:39:49 PM;Not agree;Not agree
08/20/2020;IA;54,533;;;1,253;0;1,016;;;11;0;08/21/2020 02:27:34 PM;Not agree;Not agree
09/18/2020;NM;27,350;;;151;0;851;;;1;0;09/20/2020 12:00:00 AM;N/A;Not agree
07/18/2020;SD;7,862;;;73;0;116;115;1;0;0;07/19/2020 03:05:47 PM;N/A;Agree
10/23/2020;RMI;0;0;0;0;0;0;0;0;0;0;10/24/2020 01:26:44 PM;Agree;Agree
09/07/2020;NM;26,144;;;37;0;834;;;0;0;09/09/2020 12:00:00 AM;N/A;Not agree
01/24/2020;IA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
09/16/2020;RMI;0;0;0;0;0;0;0;0;0;0;09/17/2020 01:45:45 PM;Agree;Agree
02/09/2020;IA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
07/08/2020;RMI;0;0;0;0;0;0;0;0;0;0;07/09/2020 03:14:15 PM;Agree;Agree
